nomeUnidade,classification
"0POSSE - 1ª VARA (CÍVEL, CRIMINAL %u2013 CRIMES EM GERAL E EXECUÇÕES PENAIS, DA INFÂNCIA E DA JUVENTUDE)"," %u2013 | criminal  | juventude | geral | crimes,execucoes | infancia,penais | civel | vara"
VARA DO ÚNICO OFÍCIO DE LIMOEIRO DO ANADIA, limoeiro | oficio  | unico | vara
PLANTÃO JUDICIÁRIO - SEDE LIMOEIRO, limoeiro | plantao  | sede | judiciario
Única Vara do Trabalho de Limoeiro do Norte, limoeiro | trabalho  | unica | vara
 JUIZADO ESPECIAL CIVEL DE CAMPO LIMPO PAULISTA, limpo | especial  | civel | juizado
JUIZADO ESPECIAL CIVEL DE CAMPO LIMPO PAULISTA, limpo | especial  | civel | juizado
 SEÇÃO DE DISTRIBUIÇÃO JUDICIAL DE CAMPO LIMPO PAULISTA, limpo | judicial  | secao | distribuicao
"ÁGUAS LINDAS DE GOIÁS - 2ª Vara Cível, Família e Sucessões"," lindas | familia  | civel,sucessoes | vara"
"0 ÁGUAS LINDAS DE GOIÁS - 3ª VARA (CÍVEL, FAMÍLIA E SUCESSÕES)"," lindas | familia  | civel,sucessoes | vara"
0GABINETE DO JUIZ AUXILIAR DA PRESIDÊNCIA DR. JOSÉ LUIZ LEITE LINDOTE, lindote | presidencia  | auxiliar | juiz
 4ª Vara Criminal da Comarca de Linhares, linhares | criminal  | comarca | vara
 4ª Vara Criminal da Comarca de Linhares, linhares | criminal  | comarca | vara
GABINETE - DESEMBARGADORA DO TRABALHO LOURDES LINHARES, linhares | desembargador  | trabalho | gabinete
1º JUIZADO ESPECIAL CÍVEL - LINHARES, linhares | especial  | civel | juizado
2º JUIZADO ESPECIAL CÍVEL - LINHARES, linhares | especial  | civel | juizado
2ª VARA DA INFÂNCIA E JUVENTUDE - LINHARES, linhares | juventude  | infancia | vara
1ª VARA DA INFÂNCIA E JUVENTUDE - LINHARES, linhares | juventude  | infancia | vara
187º-GABINETE DE TRABALHO DO DESEMBARGADOR - JOSÉ ROBERTO LINO MACHADO, lino | desembargador  | trabalho | gabinete
 NOVO LINO - VARA DO ÚNICO OFÍCIO, lino | oficio  | unico | vara
149º-GABINETE DE TRABALHO DO DESEMBARGADOR - CARLOS OTÁVIO BANDEIRA LINS, lins | desembargador  | trabalho | gabinete
VARA JUIZADO ESPECIAL CIVEL DE LINS," lins | especial  | civel | juizado,vara"
1ª VARA-GABINETE JEF DE LINS, lins | federal  | gabinete | vara
 VARA PLANTÃO DA 35ª C J - LINS, lins | plantao  | circunscricao | vara
NÚCLEO DE APOIO REGIONAL DE LINS, lins | regional  | nucleo | apoio
"SECRETARIA DE APOIO AO CONHECIMENTO, À LIQUIDAÇÃO E À EXECUÇÃO", liquidacao | secretaria  | execucao | apoio
GABINETE DA JUÍZA TITULAR KATIA LIRIAM PASQUINI BRAIANI, liriam | titular  | gabinete | juiz
 Conselho Tutelar Municipal de João Lisboa, lisboa | municipal  | conselho | tutelar
 PLANTÃO JUDICIÁRIO DA COMARCA DE JOÃO LISBOA, lisboa | plantao  | comarca | judiciario
 VARA PLANTONISTA DA MICRORREGIÃO LIV, liv | plantonista  | microrregiao | vara
1VARA DO SISTEMA DOS JUIZADOS ESPECIAIS - LIVRAMENTO DE NOSSA SENHORA, livramento | sistema  | juizados | especial
VARA DO JEC - SANTANA DO LIVRAMENTO/RS," livramento/rs | especial  | civel | juizado,vara"
 VARA PLANTONISTA DA MICRORREGIÃO LIX, lix | plantonista  | microrregiao | vara
GABINETE DO JUIZ SUBSTITUTO DR. VINICIUS DE PAULA LOBLEIN, loblein | substituto  | gabinete | juiz
GABINETE DO DESEMBARGADOR DO TRABALHO CARLOS AUGUSTO GOMES LÔBO, lobo | desembargador  | trabalho | gabinete
Posto Avançado de Atendimento de Alto Longá," longa | avancado  | atendimento | alto,posto"
72º-GABINETE DE TRABALHO DO DESEMBARGADOR - CARLOS AUGUSTO LORENZETTI BUENO, lorenzetti | desembargador  | trabalho | gabinete
207º-GABINETE DE TRABALHO DO DESEMBARGADOR - LUIZ ALBERTO DE LORENZI, lorenzi | desembargador  | trabalho | gabinete
225º-GABINETE DE TRABALHO DO DESEMBARGADOR - MARCO ANTONIO DE LORENZI, lorenzi | desembargador  | trabalho | gabinete
 Conselho Tutelar Municipal de Loreto, loreto | municipal  | conselho | tutelar
 PLANTÃO JUDICIÁRIO DA COMARCA DE LORETO, loreto | plantao  | comarca | judiciario
84º-GABINETE DE TRABALHO DO DESEMBARGADOR - FRANCISCO EDUARDO LOUREIRO, loureiro | desembargador  | trabalho | gabinete
2ª VARA CÍVEL DA COMARCA DE SÃO LOURENÇO, lourenco | comarca  | civel | vara
1ª VARA CÍVEL DA COMARCA DE SÃO LOURENÇO, lourenco | comarca  | civel | vara
Vara Única da Comarca de São Lourenço do Oeste, lourenco | comarca  | unica | vara
GABINETE DO JUIZ SUBSTITUTO REGINALDO LOURENCO PIERROTTI JUNIOR, lourenco | substituto  | gabinete | juiz
344º-GABINETE DE TRABALHO DO DESEMBARGADOR - LOURI GERALDO BARBIERO, louri | desembargador  | trabalho | gabinete
 GABINETE DO DESEMBARGADOR ELEITORAL EDUARDO LÖWENHAUPT DA CUNHA, lowenhaupt | desembargador  | eleitoral | gabinete
 GABINETE DO DESEMBARGADOR ELEITORAL CÉSAR LOYOLA, loyola | desembargador  | eleitoral | gabinete
 CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE LUCENA, lucena | mandados  | central | distribuicao
Gabinete da Desembargadora Federal LUCIANA PINHEIRO COSTA, luciana | desembargador  | federal | gabinete
272º-GABINETE DE TRABALHO DO DESEMBARGADOR - LUCIANA ALMEIDA PRADO BRESCIANI, luciana | desembargador  | trabalho | gabinete
 Gabinete da Juíza Federal Luciana Said Daibes Pereira, luciana | federal  | gabinete | juiz
GABINETE DA JUÍZA TITULAR LUCIANA NASR, luciana | titular  | gabinete | juiz
GABINETE DA JUÍZA TITULAR LUCIANA MORO LOUREIRO, luciana | titular  | gabinete | juiz
GABINETE DA JUÍZA SUBSTITUTA LUCIENE TAVARES TEIXEIRA, luciene | substituto  | gabinete | juiz
GABINETE DA JUÍZA SUBSTITUTA LUCIENE PEREIRA SCANDIUCI RIDOLFO, luciene | substituto  | gabinete | juiz
182º-GABINETE DE TRABALHO DO DESEMBARGADOR - LUCILA TOLEDO PEDROSO DE BARROS, lucila | desembargador  | trabalho | gabinete
GABINETE DA EXMA. SRA. DESEMBARGADORA LUCIMEIRE MARIA DA SILVA, lucimeire | desembargador  | exmo | gabinete
GABINETE DA EXMA. SRA. DESEMBARGADORA SIMONE COSTA LUCINDO FERREIRA, lucindo | desembargador  | exmo | gabinete
GABINETE DA JUÍZA TITULAR LUCINEIDE ALMEIDA DE LIMA MARQUES, lucineide | titular  | gabinete | juiz
GABINETE - DESEMBARGADORA DO TRABALHO LUÍZA LOMBA, luiza | desembargador  | trabalho | gabinete
GABINETE DO JUIZ TITULAR LUIS FERNANDO LUPATO, lupato | titular  | gabinete | juiz
Vara Única da Comarca de Abelardo Luz, luz | comarca  | unica | vara
VARA ÚNICA DA COMARCA DE LUZ, luz | comarca  | unica | vara
GABINETE DO EXMO. SR. DESEMBARGADOR LECIR MANOEL DA LUZ, luz | desembargador  | exmo | gabinete
 JUIZADO ESPECIAL DE SANTA LUZIA  -  ADMINISTRAÇÃO -, luzia | administracao  | especial | juizado
2ª VARA CÍVEL DA COMARCA DE SANTA LUZIA, luzia | comarca  | civel | vara
1ª VARA CÍVEL DA COMARCA DE SANTA LUZIA, luzia | comarca  | civel | vara
3ª VARA CÍVEL DA COMARCA DE SANTA LUZIA, luzia | comarca  | civel | vara
4ª VARA CÍVEL DA COMARCA DE SANTA LUZIA, luzia | comarca  | civel | vara
CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE SANTA LUZIA, luzia | mandados  | central | distribuicao
 Conselho Tutelar Municipal de Santa Luzia do Paruá, luzia | municipal  | conselho | tutelar
 Conselho Tutelar Municipal de Santa Luzia, luzia | municipal  | conselho | tutelar
VARA DO ÚNICO OFÍCIO DE SANTA LUZIA DO NORTE, luzia | oficio  | unico | vara
 PLANTÃO JUDICIÁRIO DA COMARCA DE SANTA LUZIA DO PARUÁ, luzia | plantao  | comarca | judiciario
 PLANTÃO JUDICIÁRIO DA COMARCA DE SANTA LUZIA, luzia | plantao  | comarca | judiciario
LUZIÂNIA - 1ª Vara de Família e Sucessões, luziania | familia  | sucessoes | vara
LUZIÂNIA - 2ª Vara de Família e Sucessões, luziania | familia  | sucessoes | vara
LUZIÂNIA - Juizado da Infância e da Juventude, luziania | juventude  | infancia | juizado
0LUZIÂNIA - 2ª TURMA JULGADORA MISTA DA 7ª REGIAO (LUZIANIA), luziania | turma  | regiao | mista
0LUZIÂNIA - 1ª TURMA JULGADORA MISTA DA 7ª REGIAO (LUZIANIA), luziania | turma  | regiao | mista
 GABINETE DA JUÍZA DE DIREITO CONVOCADA LUZIENE MEDEIROS DO NASCIMENTO BARBOSA LIMA, luziene | direito  | gabinete | juiz
 Central de Mandados da Comarca de Luzilândia, luzilandia | mandados  | comarca | central
 VARA PLANTONISTA DA MICRORREGIÃO LV, lv | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LVI, lvi | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LVII, lvii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LVIII, lviii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LX, lx | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXI, lxi | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXII, lxii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXIII, lxiii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXIV, lxiv | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXIX, lxix | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXV, lxv | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXVI, lxvi | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXVII, lxvii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXVIII, lxviii | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXX, lxx | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXXI, lxxi | plantonista  | microrregiao | vara
 VARA PLANTONISTA DA MICRORREGIÃO LXXII, lxxii | plantonista  | microrregiao | vara
GABINETE DO EXMO. SR. DESEMBARGADOR EDUARDO ALBERTO DE M. OLIVEIRA, m | desembargador  | exmo | gabinete
GABINETE DO(A) JUIZ(A) CONVOCADO(A) MABEL CHRISTINA CASTRIOTO MEIRA  DE VASCONCELLOS, mabel | convocado  | gabinete | juiz
CONCEICAO DE MACABU NUCLEO DA DIVIDA ATIVA, macabu | divida  | nucleo | ativa
 CONCEICAO DE MACABU PROGER - PROTOCOLO GERAL, macabu | geral  | proger | protocolo
MACAE CENTRAL DE DIVIDA ATIVA, macae | divida  | central | ativa
MACAE JUI ESP CIV, macae | especial  | civel | juizado
MACAE CENTRAL DE CUMP DE MANDADOS, macae | mandados  | cump | central
 SECRETARIA UNIFICADA DA COMARCA DE MACAÍBA, macaiba | comarca  | secretaria | unificada
VARA ÚNICA DA COMARCA DE MACAPARANA, macaparana | comarca  | unica | vara
 DIRETORIA DO FORO DA COMARCA DE MACAPARANA, macaparana | foro  | comarca | diretoria
VARA DE JURISDIÇÃO PLENA - MACARANI, macarani | jurisdicao  | plena | vara
 SECRETARIA UNIFICADA DA COMARCA DE MACAU, macau | comarca  | secretaria | unificada
 GABINETE DO DESEMBARGADOR ELEITORAL ANDRÉ MACEDO DE OLIVEIRA, macedo | desembargador  | eleitoral | gabinete
 GABINETE DO DESEMBARGADOR ELEITORAL CRUZ MACEDO, macedo | desembargador  | eleitoral | gabinete
GABINETE DO EXMO. SR. DESEMBARGADOR JOSE CRUZ MACEDO, macedo | desembargador  | exmo | gabinete
02º JUÍZO DA VARA ÚNICA DE MACHADINHO, machadinho | juizo  | unica | vara
GABINETE DA JUÍZA TITULAR DANIELA MACIA FERRAZ GIANNINI, macia | titular  | gabinete | juiz
 CORDEIRO-MACUCO NUCLEO DA DIVIDA ATIVA, macuco | divida  | nucleo | ativa
CORDEIRO-MACUCO NUCLEO DA DIVIDA ATIVA, macuco | divida  | nucleo | ativa
SANTA MARIA MADALENA NUCLEO DA DIVIDA ATIVA, madalena | divida  | nucleo | ativa
 SANTA MARIA MADALENA PROGER - PROTOCOLO GERAL, madalena | geral  | proger | protocolo
MADUREIRA REGIONAL XV JUI ESP CRIM," madureira | criminal,regional  | especial | juizado"
MADUREIRA REGIONAL 1 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 4 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 3 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 6 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 5 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 2 VARA CIVEL, madureira | regional  | civel | vara
MADUREIRA REGIONAL 2 VARA DE FAMILIA, madureira | regional  | familia | vara
MADUREIRA REGIONAL 4 VARA DE FAMILIA, madureira | regional  | familia | vara
MADUREIRA REGIONAL 3 VARA DE FAMILIA, madureira | regional  | familia | vara
MADUREIRA REGIONAL 1 VARA DE FAMILIA, madureira | regional  | familia | vara
GABINETE DA JUÍZA SUBSTITUTA PATRICIA MAEDA, maeda | substituto  | gabinete | juiz
Segunda Vara Cível da Comarca de Mafra, mafra | comarca  | civel | vara
Primeira Vara Cível da Comarca de Mafra, mafra | comarca  | civel | vara
Vara Criminal da Comarca de Mafra, mafra | criminal  | comarca | vara
277º-GABINETE DE TRABALHO DO DESEMBARGADOR - PAULO MAGALHÃES DA COSTA COELHO, magalhaes | desembargador  | trabalho | gabinete
 Conselho Tutelar Municipal de Magalhães de Almeida, magalhaes | municipal  | conselho | tutelar
 PLANTÃO JUDICIÁRIO DA COMARCA DE MAGALHÃES DE ALMEIDA, magalhaes | plantao  | comarca | judiciario
1RA DO SISTEMA DOS JUIZADOS ESPECIAIS - LUIS EDUARDO MAGALHÃES, magalhaes | sistema  | juizados | especial
GABINETE DO JUIZ SUBSTITUTO VINICIUS MAGALHAES CASAGRANDE, magalhaes | substituto  | gabinete | juiz
GABINETE DO JUIZ TITULAR MARCELO MAGALHAES RUFINO, magalhaes | titular  | gabinete | juiz
GABINETE DO JUIZ TITULAR VINICIUS MAGALHAES CASAGRANDE, magalhaes | titular  | gabinete | juiz
GABINETE DE TRABALHO DO DESEMBARGADOR - JOSE PAULO CAMARGO MAGANO, magano | desembargador  | trabalho | gabinete
MAGE CENTRAL DE DIVIDA ATIVA, mage | divida  | central | ativa
MAGE I JUI ESP CIV, mage | especial  | civel | juizado
MAGE CENTRAL DE CUMP DE MANDADOS, mage | mandados  | cump | central
GABINETE DO JUIZ TITULAR EVANDRO EDUARDO MAGLIO, maglio | titular  | gabinete | juiz
GABINETE - DESEMBARGADORA DO TRABALHO TÂNIA MAGNANI, magnani | desembargador  | trabalho | gabinete
113º-GABINETE DE TRABALHO DO DESEMBARGADOR - FERNANDO ANTONIO MAIA DA CUNHA, maia | desembargador  | trabalho | gabinete
351º-GABINETE DE TRABALHO DO DESEMBARGADOR - ROBERTO MAIA FILHO, maia | desembargador  | trabalho | gabinete
CENTRAL DE MANDADOS DA COMARCA DE CAMPO MAIOR, maior | mandados  | comarca | central
GABINETE DO JUIZ TITULAR JORGE LUIZ SOUTO MAIOR, maior | titular  | gabinete | juiz
123º-GABINETE DE TRABALHO DO DESEMBARGADOR - RICARDO MAIR ANAFE, mair | desembargador  | trabalho | gabinete
VARA DE JURISDIÇÃO PLENA - MAIRI, mairi | jurisdicao  | plena | vara
VARA ÚNICA DA COMARCA DE MALACACHETA, malacacheta | comarca  | unica | vara
GABINETE DE TRABALHO DO DESEMBARGADOR - SILVANA MALANDRINO MOLLO, malandrino | desembargador  | trabalho | gabinete
22º-GABINETE DE TRABALHO DO DESEMBARGADOR - ANTONIO CARLOS MALHEIROS, malheiros | desembargador  | trabalho | gabinete
158º-GABINETE DE TRABALHO DO DESEMBARGADOR - ALCIDES MALOSSI JUNIOR, malossi | desembargador  | trabalho | gabinete
 CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE MALTA, malta | mandados  | central | distribuicao
GABINETE DO (A) DESEMBARGADOR FEDERAL MARCELO MALUCELLI, malucelli | desembargador  | federal | gabinete
CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE MAMANGUAPE, mamanguape | mandados  | central | distribuicao
 CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE SÃO MAMEDE, mamede | mandados  | central | distribuicao
Central de Plantão de Comarca de Manacapuru, manacapuru | plantao  | comarca | central
"COORDENADORIA INTEGRADA DE ATIVIDADES ADM, JUD E CENTRAL DE MAND DE JUNDIAÍ"," mand | jundiai  | central,coordenadoria | judiciario"
SETOR APOIO GEST ADM FORO CENTR MAND FPOLIS, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND JOINVILLE, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND LAGES, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND RIO DO SUL, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND S.JOSÉ, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND JARAGUÁ, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND ITAJAÍ, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND CHAPECÓ, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND CRICIÚMA, mand | setor  | foro | apoio
SETOR APOIO GEST ADM FORO CENTR MAND BLUMENAU, mand | setor  | foro | apoio
 VARA ÚNICA DA COMARCA DE MANGA, manga | comarca  | unica | vara
VARA UNICA DA COMARCA DE LAVRAS DA MANGABEIRA, mangabeira | comarca  | unica | vara
 CARTÓRIO UNIFICADO DAS VARAS REGIONAIS DE MANGABEIRA - SEÇÃO CRIMINAL," mangabeira | criminal,varas  | secao | cartorio"
CENTRAL DE DISTRIBUIÇÃO DO FÓRUM DE MANGABEIRA, mangabeira | forum  | central | distribuicao
SEÇÃO DE PROTOCOLO DO FÓRUM DE MANGABEIRA, mangabeira | forum  | secao | protocolo
 CARTÓRIO UNIFICADO DOS JUIZADOS ESPECIAIS DE MANGABEIRA, mangabeira | juizados  | especial | cartorio
 CENTRAL DE MANDADOS DA COMARCA DE LAVRAS DA MANGABEIRA, mangabeira | mandados  | comarca | central
1ª VARA REGIONAL CÍVEL DE MANGABEIRA, mangabeira | regional  | civel | vara
2ª VARA REGIONAL CÍVEL DE MANGABEIRA, mangabeira | regional  | civel | vara
2ª VARA REGIONAL DE FAMÍLIA DE MANGABEIRA, mangabeira | regional  | familia | vara
1ª VARA REGIONAL DE FAMÍLIA DE MANGABEIRA, mangabeira | regional  | familia | vara
 Conselho Tutelar Municipal de São Raimundo das Mangabeiras, mangabeiras | municipal  | conselho | tutelar
PLANTÃO JUDICIÁRIO DA COMARCA DE SÃO RAIMUNDO DAS MANGABEIRAS, mangabeiras | plantao  | comarca | judiciario
MANGARATIBA NUCLEO DA DIVIDA ATIVA, mangaratiba | divida  | nucleo | ativa
1ª VARA CÍVEL DA COMARCA DE MANHUAÇU, manhuacu | comarca  | civel | vara
2ª VARA CÍVEL DA COMARCA DE MANHUAÇU, manhuacu | comarca  | civel | vara
Central de Plantão da Comarca de Manicoré, manicore | plantao  | comarca | central
GABINETE DE TRABALHO DO DESEMBARGADOR - MANOEL LUIZ RIBEIRO, manoel | desembargador  | trabalho | gabinete
BARRA MANSA CENTRAL DE DIVIDA ATIVA, mansa | divida  | central | ativa
BARRA MANSA I JUI ESP CIV, mansa | especial  | civel | juizado
BARRA MANSA CENTRAL DE CUMP DE MANDADOS, mansa | mandados  | cump | central
 SEÇÃO DE DISTRIBUIÇÃO JUDICIAL DE SÃO MANUEL, manuel | judicial  | secao | distribuicao
VARA ÚNICA DA COMARCA DE MAR DE ESPANHA, mar | comarca  | unica | vara
Central de Plantão da Comarca de Maraã, maraa | plantao  | comarca | central
2ª VARA CÍVEL E EMPRESARIAL DE MARABA, maraba | empresarial  | civel | vara
4ª VARA CÍVEL E EMPRESARIAL DE MARABA, maraba | empresarial  | civel | vara
3ª VARA CÍVEL E EMPRESARIAL DE MARABA, maraba | empresarial  | civel | vara
1ª VARA CÍVEL E EMPRESARIAL DE MARABA, maraba | empresarial  | civel | vara
VARA DE EXECUÇÃO PENAL DE MARABA, maraba | penal  | execucao | vara
 Conselho Tutelar Municipal de Maracaçumé, maracacume | municipal  | conselho | tutelar
 PLANTÃO JUDICIÁRIO DA COMARCA DE MARACAÇUMÉ, maracacume | plantao  | comarca | judiciario
MARACAJU - JUIZADO ESPECIAL ADJUNTO, maracaju | adjunto  | especial | juizado
3ª VARA CIVEL DA COMARCA DE MARACANAU, maracanau | comarca  | civel | vara
2ª VARA CIVEL DA COMARCA DE MARACANAU, maracanau | comarca  | civel | vara
1ª VARA CIVEL DA COMARCA DE MARACANAU, maracanau | comarca  | civel | vara
JUIZADO ESPECIAL DA COMARCA DE MARACANAU, maracanau | comarca  | especial | juizado
2VARA DE FAMILIA E SUCESSOES DA COMARCA DE MARACANAU, maracanau | comarca  | familia | sucessoes
1RA DE FAMILIA E SUCESSOES DA COMARCA DE MARACANAU, maracanau | comarca  | familia | sucessoes
1ª VARA CRIMINAL DA COMARCA DE MARACANAU, maracanau | criminal  | comarca | vara
2ª VARA CRIMINAL DA COMARCA DE MARACANAU, maracanau | criminal  | comarca | vara
3ª VARA CRIMINAL DA COMARCA DE MARACANAU, maracanau | criminal  | comarca | vara
2ª INATIVA - VARA DA COMARCA DE MARACANAÚ - EXCLUIR, maracanau | inativa  | comarca | vara
3ª INATIVA - VARA DA COMARCA DE MARACANAÚ - EXCLUIR, maracanau | inativa  | comarca | vara
4ª INATIVA - VARA DA COMARCA DE MARACANAÚ - EXCLUIR, maracanau | inativa  | comarca | vara
0VARA ÚNICA DA INFÂNCIA E JUVENTUDE DA COMARCA DE MARACANAÚ," maracanau | juventude  | comarca | infancia,unica"
VARA DE JURISDIÇÃO PLENA - MARACÁS, maracas | jurisdicao  | plena | vara
VARA DE ÚNICO OFÍCIO DO MARAGOGI, maragogi | oficio  | unico | vara
VARA DE JURISDIÇÃO PLENA - MARAGOGIPE, maragogipe | jurisdicao  | plena | vara
VARA ÚNICA DA COMARCA DE MARAIAL, maraial | comarca  | unica | vara
 DIRETORIA DO FORO DA COMARCA DE MARAIAL, maraial | foro  | comarca | diretoria
 VARA ÚNICA CRIMINAL DE MARANGUAPE, maranguape | criminal  | unica | vara
 Conselho Tutelar Estadual do Maranhão, maranhao | conselho  | estadual | tutelar
Tribunal de Justiça do Estado do Maranhão, maranhao | estado  | tribunal | justica
 Conselho Tutelar Municipal de São Domingos do Maranhão, maranhao | municipal  | conselho | tutelar
 PLANTÃO JUDICIÁRIO DA COMARCA DE SÃO DOMINGOS DO MARANHÃO, maranhao | plantao  | comarca | judiciario
VARA DO ÚNICO OFÍCIO DE MARAVILHA, maravilha | oficio  | unico | vara
VARA ÚNICA DA COMARCA DE MARCELINO VIEIRA, marcelino | comarca  | unica | vara
GABINETE DA JUÍZA TITULAR CLAUDIA CUNHA MARCHETTI, marchetti | titular  | gabinete | juiz
0GABINETE DO JUIZ SUBSTITUTO EM 2º GRAU JOÃO ANTÔNIO DE MARCHI, marchi | em grau  | substituto | juiz
GABINETE DA JUÍZA SUBSTITUTA PATRICIA JULIANA MARCHI ALVES, marchi | substituto  | gabinete | juiz
0GABINETE DO JUIZ AUXILIAR DA PRESIDÊNCIA DR. PAULO MÁRCIO SOARES DE CARVALHO, marcio | presidencia  | auxiliar | juiz
Posto Avançado de Atendimento de Marcolândia, marcolandia | avancado  | atendimento | posto
GABINETE DE TRABALHO DO DESEMBARGADOR - VICENTE ANTONIO MARCONDES D'ANGELO, marcondes | desembargador  | trabalho | gabinete
339º-GABINETE DE TRABALHO DO DESEMBARGADOR - VICENTE ANTONIO MARCONDES D ANGELO, marcondes | desembargador  | trabalho | gabinete
58º-GABINETE DE TRABALHO DO DESEMBARGADOR - BERENICE MARCONDES CESAR, marcondes | desembargador  | trabalho | gabinete
2ª VARA CÍVEL E CRIMINAL DE MARECHAL DEODORO, marechal | criminal  | civel | vara
1ª VARA CÍVEL E CRIMINAL/INF. E JUVENTUDE DE MARECHAL DEODORO, marechal | juventude  | civel | vara
GABINETE - DESEMBARGADORA DO TRABALHO MARGARETH RODRIGUES COSTA, margareth | desembargador  | trabalho | gabinete
 CENTRAL DE MANDADOS E DE DISTRIBUIÇÃO DE MARI, mari | mandados  | central | distribuicao
 VARA DO JUIZADO ESPECIAL CRIMINAL - SANTA MARIA/RS," maria/rs | criminal  | especial | juizado,vara"
JUIZADO DA VIOLÊNCIA DOMÉSTICA - SANTA MARIA/RS, maria/rs | domestica  | violencia | juizado
VARA DO JEC - SANTA MARIA/RS," maria/rs | especial  | civel | juizado,vara"
2ª VARA DE FAMÍLIA E SUCESSÕES - SANTA MARIA/RS, maria/rs | familia  | sucessoes | vara
1ª VARA DE FAMÍLIA E SUCESSÕES - SANTA MARIA/RS, maria/rs | familia  | sucessoes | vara
VARA DA DIREÇÃO DO FORO - SANTA MARIA/RS, maria/rs | foro  | direcao | vara
GABINETE DA JUÍZA SUBSTITUTA MARIANA CAVARRA BORTOLON VAREJAO, mariana | substituto  | gabinete | juiz
GABINETE DA JUÍZA SUBSTITUTA MARIANGELA FONSECA, mariangela | substituto  | gabinete | juiz
VARA ÚNICA DA COMARCA DE TRÊS MARIAS, marias | comarca  | unica | vara
VARA DO ÚNICO OFÍCIO DE MARIBONDO, maribondo | oficio  | unico | vara
MARICA CENTRAL DE DIVIDA ATIVA, marica | divida  | central | ativa
MARICA JUI ESP CIV, marica | especial  | civel | juizado
MARICA CENTRAL DE CUMP DE MANDADOS, marica | mandados  | cump | central
VARA JUIZADO ESPECIAL CIVEL DE MARILIA," marilia | especial  | civel | juizado,vara"
COORDENADORIA DE DISTRIBUIÇÃO DE FEITOS DE MARÍLIA, marilia | feitos  | coordenadoria | distribuicao
 VARA PLANTÃO DA 31ª C J - MARÍLIA, marilia | plantao  | circunscricao | vara
NÚCLEO DE APOIO REGIONAL DE MARÍLIA, marilia | regional  | nucleo | apoio
GABINETE DO JUIZ TITULAR JULIO CESAR MARIN DO CARMO, marin | titular  | gabinete | juiz
GABINETE DA JUÍZA TITULAR MARINA DE SIQUEIRA FERREIRA ZERBINATTI, marina | titular  | gabinete | juiz
4º-GABINETE DE TRABALHO DO DESEMBARGADOR - ALBERTO MARINO NETO, marino | desembargador  | trabalho | gabinete
 GABINETE DO EXMO. SR. DESEMBARGADOR MARIO MACHADO VIEIRA NETTO, mario | desembargador  | exmo | gabinete
235º-GABINETE DE TRABALHO DO DESEMBARGADOR - MARIO ANTONIO SILVEIRA, mario | desembargador  | trabalho | gabinete
259º-GABINETE DE TRABALHO DO DESEMBARGADOR - MARIO CARLOS DE OLIVEIRA, mario | desembargador  | trabalho | gabinete
GABINETE DO DR. MARIO ROBERTO KONO DE OLIVEIRA - TURMA RECURSAL, mario | turma  | recursal | gabinete
